NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DNP_UNPERTURBED	DNP_UNPERTURBED	Details ...	100	0.6674097	2.914582	0.0	0.0	0.0	4977	tags=71%, list=22%, signal=91%	
