NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DPN_PERTURBED	DPN_PERTURBED	Details ...	100	-0.6737785	-2.956176	0.0	0.0	0.0	4110	tags=60%, list=18%, signal=73%	
