NAME	TITLE	SCORE	
ENSG00000144161		1.7055291	
ENSG00000249281		1.7050107	
ENSG00000151657		1.7049239	
ENSG00000125503		1.7048631	
ENSG00000198964		1.7047899	
ENSG00000166337		1.7043867	
ENSG00000111859		1.7034087	
ENSG00000197245		1.7031931	
ENSG00000214934		1.7031269	
ENSG00000115233		1.7009825	
ENSG00000182759		1.7008123	
ENSG00000173020		1.7001232	
ENSG00000227440		1.6995559	
ENSG00000250510		1.6985086	
ENSG00000198959		1.6975489	
ENSG00000082497		1.6964687	
ENSG00000160201		1.6949629	
ENSG00000070614		1.6946138	
ENSG00000181649		1.6942002	
ENSG00000179431		1.6926525	
ENSG00000232004		1.6916447	
ENSG00000142959		1.6915805	
ENSG00000134851		1.6907083	
ENSG00000116701		1.689527	
ENSG00000082068		1.688033	
ENSG00000084207		1.6878936	
ENSG00000176788		1.6860456	
ENSG00000228887		1.6854506	
ENSG00000197747		1.6820877	
ENSG00000105556		1.6813488	
ENSG00000106077		1.6811352	
ENSG00000084764		1.68089	
ENSG00000151014		1.6800078	
ENSG00000155130		1.6797137	
ENSG00000134056		1.6795362	
ENSG00000226457		1.6780875	
ENSG00000101004		1.6758723	
ENSG00000228998		1.6754173	
ENSG00000035403		1.6749635	
ENSG00000125538		1.6747411	
ENSG00000107140		1.6741159	
ENSG00000141759		1.673993	
ENSG00000177335		1.6718007	
ENSG00000158710		1.671183	
ENSG00000228389		1.6701158	
ENSG00000175874		1.6692809	
ENSG00000060491		1.6689098	
ENSG00000232389		1.6682417	
ENSG00000242419		1.6663439	
ENSG00000175115		1.6659651	
ENSG00000125637		1.6654478	
ENSG00000109919		1.66512	
ENSG00000148481		1.6644168	
ENSG00000188460		1.6631484	
ENSG00000254332		1.6620885	
ENSG00000177889		1.6610217	
ENSG00000183248		1.6603736	
ENSG00000008710		1.6598269	
ENSG00000102316		1.659654	
ENSG00000111799		1.6594301	
ENSG00000160326		1.6584268	
ENSG00000176920		1.6578639	
ENSG00000133275		1.6562896	
ENSG00000164548		1.654973	
ENSG00000251356		1.6546003	
ENSG00000100604		1.6519775	
ENSG00000111775		1.651861	
ENSG00000170233		1.6518254	
ENSG00000152457		1.6517912	
ENSG00000033100		1.6486508	
ENSG00000218227		1.6484047	
ENSG00000174227		1.6483155	
ENSG00000116717		1.6480095	
ENSG00000153443		1.6469759	
ENSG00000132376		1.6467203	
ENSG00000103502		1.6448734	
ENSG00000105329		1.6447666	
ENSG00000120937		1.6430879	
ENSG00000138316		1.6425978	
ENSG00000061936		1.642237	
ENSG00000100058		1.6415832	
ENSG00000175573		1.6406935	
ENSG00000167807		1.6378272	
ENSG00000213315		1.6375264	
ENSG00000225177		1.6354123	
ENSG00000231360		1.6351509	
ENSG00000172332		1.6351011	
ENSG00000165609		1.6349599	
ENSG00000230216		1.6342311	
ENSG00000144668		1.6317813	
ENSG00000167985		1.6300657	
ENSG00000253106		1.6284727	
ENSG00000149761		1.6276947	
ENSG00000170727		1.6274256	
ENSG00000243649		1.627083	
ENSG00000226400		1.6264256	
ENSG00000108826		1.6255826	
ENSG00000177885		1.6238765	
ENSG00000237232		1.6221919	
ENSG00000198920		1.6221299	
ENSG00000008735		1.6217232	
ENSG00000167863		1.6210455	
ENSG00000251593		1.6208452	
ENSG00000256918		1.6198319	
ENSG00000160193		1.619062	
ENSG00000203817		1.6188772	
ENSG00000251795		1.6186136	
ENSG00000234017		1.6169386	
ENSG00000133818		1.6146727	
ENSG00000169744		1.6135027	
ENSG00000198792		1.612662	
ENSG00000154553		1.6115481	
ENSG00000174744		1.6113845	
ENSG00000182584		1.6104237	
ENSG00000140274		1.610313	
ENSG00000127399		1.609905	
ENSG00000227184		1.608861	
ENSG00000176933		1.6086333	
ENSG00000165434		1.6085474	
ENSG00000178922		1.6079805	
ENSG00000255263		1.607569	
ENSG00000185046		1.6064283	
ENSG00000108641		1.6063316	
ENSG00000175203		1.6059619	
ENSG00000154845		1.6050546	
ENSG00000066336		1.6049732	
ENSG00000099341		1.6041458	
ENSG00000236165		1.603213	
ENSG00000162825		1.6028744	
ENSG00000214954		1.6023424	
ENSG00000081479		1.6021266	
ENSG00000126368		1.6017593	
ENSG00000188384		1.6003168	
ENSG00000148795		1.5995004	
ENSG00000185904		1.5988985	
ENSG00000168056		1.5986834	
ENSG00000164889		1.5972701	
ENSG00000128524		1.597253	
ENSG00000070404		1.596782	
ENSG00000186575		1.5961694	
ENSG00000228606		1.5959916	
ENSG00000126461		1.5949856	
ENSG00000169239		1.5939854	
ENSG00000229359		1.5927062	
ENSG00000013364		1.5923841	
ENSG00000231010		1.5918895	
ENSG00000181467		1.5913465	
ENSG00000188511		1.5909168	
ENSG00000147604		1.5904225	
ENSG00000099889		1.5896335	
ENSG00000196917		1.5890574	
ENSG00000125430		1.5886663	
ENSG00000256876		1.5872309	
ENSG00000085662		1.5871707	
ENSG00000090372		1.5853618	
ENSG00000136279		1.5841427	
ENSG00000153495		1.5841377	
ENSG00000126903		1.5835772	
ENSG00000222041		1.5825155	
ENSG00000080031		1.5823007	
ENSG00000149930		1.5818316	
ENSG00000165388		1.5815704	
ENSG00000092020		1.5803299	
ENSG00000233705		1.5803088	
ENSG00000225536		1.5795687	
ENSG00000003402		1.5793613	
ENSG00000068323		1.5790901	
ENSG00000118640		1.5776696	
ENSG00000248098		1.5776526	
ENSG00000134871		1.5768785	
ENSG00000102977		1.5768231	
ENSG00000149968		1.5765831	
ENSG00000188315		1.5748122	
ENSG00000166016		1.5740119	
ENSG00000112290		1.5732372	
ENSG00000143466		1.5723028	
ENSG00000130816		1.5711484	
ENSG00000225814		1.5710386	
ENSG00000177469		1.5705675	
ENSG00000108788		1.5685453	
ENSG00000015475		1.5684551	
ENSG00000204961		1.5682919	
ENSG00000225770		1.5654935	
ENSG00000182118		1.5648311	
ENSG00000068028		1.564591	
ENSG00000120438		1.5642036	
ENSG00000160714		1.5631558	
ENSG00000070501		1.5627484	
ENSG00000196776		1.5616301	
ENSG00000186148		1.5615824	
ENSG00000233654		1.5613209	
ENSG00000005884		1.5599964	
ENSG00000249352		1.5590895	
ENSG00000132341		1.5588554	
ENSG00000182985		1.5585202	
ENSG00000124160		1.5583258	
ENSG00000239776		1.5581013	
ENSG00000136770		1.5579654	
ENSG00000203667		1.5578998	
ENSG00000160999		1.5577692	
ENSG00000100949		1.5562947	
ENSG00000172955		1.5554703	
ENSG00000036672		1.5553852	
ENSG00000138771		1.5547415	
ENSG00000091986		1.5546503	
ENSG00000158941		1.5545627	
ENSG00000228002		1.5529944	
ENSG00000234431		1.5529914	
ENSG00000019102		1.5523909	
ENSG00000127824		1.551686	
ENSG00000099917		1.5500163	
ENSG00000159363		1.5491285	
ENSG00000017373		1.5473647	
ENSG00000233028		1.5463645	
ENSG00000235363		1.5463389	
ENSG00000256230		1.5462834	
ENSG00000173933		1.5457063	
ENSG00000125445		1.5444682	
ENSG00000237015		1.5437799	
ENSG00000071564		1.5434953	
ENSG00000224882		1.5432917	
ENSG00000140365		1.5430164	
ENSG00000225008		1.5425515	
ENSG00000160190		1.5422163	
ENSG00000092853		1.5420289	
ENSG00000150667		1.5416328	
ENSG00000111181		1.5414602	
ENSG00000109065		1.5407511	
ENSG00000169045		1.5399373	
ENSG00000108669		1.5392863	
ENSG00000176125		1.538864	
ENSG00000134575		1.5383799	
ENSG00000170425		1.5372379	
ENSG00000230258		1.5363195	
ENSG00000173457		1.5336813	
ENSG00000106330		1.533224	
ENSG00000205323		1.5323238	
ENSG00000144802		1.5321418	
ENSG00000181227		1.531961	
ENSG00000147164		1.531864	
ENSG00000182774		1.5317	
ENSG00000254502		1.5313059	
ENSG00000103197		1.53035	
ENSG00000086061		1.5303333	
ENSG00000249212		1.5301225	
ENSG00000182853		1.5300641	
ENSG00000181027		1.5294511	
ENSG00000230979		1.52932	
ENSG00000174669		1.52923	
ENSG00000111786		1.5284718	
ENSG00000125843		1.527432	
ENSG00000116337		1.5269239	
ENSG00000175040		1.5266345	
ENSG00000130402		1.5258741	
ENSG00000198632		1.5256276	
ENSG00000068650		1.5249189	
ENSG00000177697		1.5234762	
ENSG00000229758		1.5227162	
ENSG00000198835		1.5222347	
ENSG00000250943		1.5221627	
ENSG00000043143		1.5217763	
ENSG00000100280		1.5213721	
ENSG00000133265		1.5213252	
ENSG00000148719		1.5212995	
ENSG00000248623		1.5211378	
ENSG00000065809		1.5211374	
ENSG00000105393		1.5199811	
ENSG00000102796		1.5196626	
ENSG00000104774		1.5196362	
ENSG00000087206		1.5188504	
ENSG00000204590		1.5188317	
ENSG00000228302		1.5186734	
ENSG00000175416		1.5180355	
ENSG00000188707		1.5176338	
ENSG00000103168		1.5173998	
ENSG00000203684		1.5166823	
ENSG00000102804		1.5166783	
ENSG00000227018		1.5162293	
ENSG00000204175		1.5158317	
ENSG00000051128		1.5157264	
ENSG00000183386		1.5149709	
ENSG00000100554		1.5145663	
ENSG00000102854		1.5137786	
ENSG00000107159		1.513056	
ENSG00000137106		1.5127769	
ENSG00000119574		1.51265	
ENSG00000197114		1.5117174	
ENSG00000214144		1.5116456	
ENSG00000136942		1.5113884	
ENSG00000092969		1.5113707	
ENSG00000168061		1.5112311	
ENSG00000240409		1.5079583	
ENSG00000185164		1.5068524	
ENSG00000254634		1.5060704	
ENSG00000059573		1.5059283	
ENSG00000162236		1.5057962	
ENSG00000100258		1.5055261	
ENSG00000120500		1.5054291	
ENSG00000118777		1.5042893	
ENSG00000232928		1.5035338	
ENSG00000170234		1.5012804	
ENSG00000076513		1.5007316	
ENSG00000187988		1.5003355	
ENSG00000075856		1.4999968	
ENSG00000167986		1.49929	
ENSG00000173207		1.4992894	
ENSG00000187531		1.4971474	
ENSG00000214063		1.4961219	
ENSG00000233461		1.4937756	
ENSG00000103507		1.492721	
ENSG00000240809		1.4925019	
ENSG00000242029		1.4922487	
ENSG00000140395		1.4921026	
ENSG00000103353		1.4914328	
ENSG00000166482		1.4913142	
ENSG00000182899		1.4911346	
ENSG00000214318		1.4908319	
ENSG00000123329		1.4898932	
ENSG00000165168		1.4891987	
ENSG00000187116		1.4889354	
ENSG00000108344		1.4883822	
ENSG00000254122		1.4873133	
ENSG00000124181		1.4871763	
ENSG00000252666		1.4866246	
ENSG00000185518		1.4864126	
ENSG00000111640		1.4863735	
ENSG00000165125		1.4860985	
ENSG00000197879		1.4855783	
ENSG00000248185		1.4855622	
ENSG00000006062		1.4851495	
ENSG00000227258		1.4848826	
ENSG00000147065		1.4839903	
ENSG00000026036		1.4835687	
ENSG00000253307		1.4831542	
ENSG00000184378		1.4831396	
ENSG00000134779		1.4827962	
ENSG00000118939		1.4826521	
ENSG00000173660		1.4825295	
ENSG00000166106		1.48107	
ENSG00000235721		1.480746	
ENSG00000238081		1.4804937	
ENSG00000153721		1.4800968	
ENSG00000227097		1.479636	
ENSG00000109205		1.4792386	
ENSG00000198858		1.4787129	
ENSG00000213246		1.4781487	
ENSG00000234171		1.477716	
ENSG00000235554		1.477522	
ENSG00000248477		1.4773179	
ENSG00000067048		1.4763827	
ENSG00000176871		1.4756079	
ENSG00000225462		1.4751276	
ENSG00000099985		1.4749603	
ENSG00000073536		1.4746554	
ENSG00000119673		1.4742299	
ENSG00000165916		1.4736673	
ENSG00000140691		1.4722939	
ENSG00000198633		1.4722134	
ENSG00000234230		1.4710231	
ENSG00000104964		1.4705921	
ENSG00000112146		1.4705917	
ENSG00000253173		1.4702089	
ENSG00000196576		1.4687085	
ENSG00000113282		1.4686459	
ENSG00000142208		1.4683318	
ENSG00000132382		1.4682873	
ENSG00000177197		1.4675432	
